PERSON_ID,PLAYER_LAST_NAME,PLAYER_FIRST_NAME,PLAYER_SLUG,TEAM_ID,TEAM_SLUG,IS_DEFUNCT,TEAM_CITY,TEAM_NAME,TEAM_ABBREVIATION,JERSEY_NUMBER,POSITION,HEIGHT,WEIGHT,COLLEGE,COUNTRY,DRAFT_YEAR,DRAFT_ROUND,DRAFT_NUMBER,ROSTER_STATUS,FROM_YEAR,TO_YEAR,PTS,REB,AST,STATS_TIMEFRAME,SEASON
203919,Adams,Jordan,jordan-adams,1610612763,grizzlies,0,Memphis,Grizzlies,MEM,3,G,6-5,209,UCLA,USA,2014.0,1.0,22.0,1.0,2014,2015,3.5,1.0,1.5,Season,2015-16
1626146,Alexander,Cliff,cliff-alexander,1610612757,blazers,0,Portland,Trail Blazers,POR,34,F,6-8,240,Kansas,USA,,,,1.0,2015,2015,1.3,0.8,0.0,Season,2015-16
200811,Amundson,Lou,lou-amundson,1610612752,knicks,0,New York,Knicks,NYK,17,F,6-9,220,UNLV,USA,,,,1.0,2006,2015,1.8,1.7,0.4,Season,2015-16
2365,Andersen,Chris,chris-andersen,1610612763,grizzlies,0,Memphis,Grizzlies,MEM,7,F-C,6-10,245,Blinn J.C.,USA,,,,1.0,2001,2016,3.9,3.6,0.4,Season,2015-16
202341,Anderson,James,james-anderson,1610612758,kings,0,Sacramento,Kings,SAC,5,G-F,6-6,213,Oklahoma State,USA,2010.0,1.0,20.0,1.0,2010,2015,3.5,1.7,0.8,Season,2015-16
203951,Appling,Keith,keith-appling,0,,0,,,,,G,6-1,185,Michigan State,USA,,,,,2015,2015,1.2,0.2,0.2,Season,2015-16
201965,Ayres,Jeff,jeff-ayres,1610612746,clippers,0,LA,Clippers,LAC,19,F-C,6-9,250,Arizona State,USA,2009.0,2.0,31.0,1.0,2009,2015,1.8,1.3,0.3,Season,2015-16
203946,Bairstow,Cameron,cameron-bairstow,1610612741,bulls,0,Chicago,Bulls,CHI,41,F-C,6-9,250,New Mexico,Australia,2014.0,2.0,49.0,1.0,2014,2015,1.9,1.6,0.3,Season,2015-16
200745,Bargnani,Andrea,andrea-bargnani,0,,0,,,,,C-F,7-0,245,Benetton Treviso,Italy,2006.0,1.0,1.0,,2006,2015,6.6,2.1,0.4,Season,2015-16
201971,Blair,DeJuan,dejuan-blair,0,,0,,,,,C-F,6-7,270,Pittsburgh,USA,2009.0,2.0,37.0,,2009,2015,2.1,2.0,0.4,Season,2015-16
2581,Blake,Steve,steve-blake,1610612765,pistons,0,Detroit,Pistons,DET,22,G,6-3,172,Maryland,USA,2003.0,2.0,38.0,1.0,2003,2015,4.4,1.5,3.4,Season,2015-16
2588,Bonner,Matt,matt-bonner,1610612759,spurs,0,San Antonio,Spurs,SAS,15,C-F,6-10,235,Florida,USA,2003.0,2.0,45.0,1.0,2004,2015,2.5,0.9,0.3,Season,2015-16
2547,Bosh,Chris,chris-bosh,1610612748,heat,0,Miami,Heat,MIA,1,F,6-11,235,Georgia Tech,USA,2003.0,1.0,4.0,1.0,2003,2016,19.1,7.4,2.4,Season,2015-16
1882,Brand,Elton,elton-brand,1610612755,sixers,0,Philadelphia,76ers,PHI,42,F,6-9,254,Duke,USA,1999.0,1.0,1.0,1.0,1999,2015,4.1,3.7,1.1,Season,2015-16
977,Bryant,Kobe,kobe-bryant,1610612747,lakers,0,Los Angeles,Lakers,LAL,24,F-G,6-6,212,Lower Merion HS (PA),USA,1996.0,1.0,13.0,1.0,1996,2015,17.6,3.7,2.8,Season,2015-16
201978,Budinger,Chase,chase-budinger,1610612756,suns,0,Phoenix,Suns,PHX,10,F,6-7,209,Arizona,USA,2009.0,2.0,44.0,1.0,2009,2015,4.1,2.3,1.0,Season,2015-16
2406,Butler,Caron,caron-butler,1610612758,kings,0,Sacramento,Kings,SAC,31,F,6-7,228,Connecticut,USA,2002.0,1.0,10.0,1.0,2002,2015,3.7,1.3,0.6,Season,2015-16
2446,Butler,Rasual,rasual-butler,0,,0,,,,,F,6-7,215,La Salle,USA,2002.0,2.0,52.0,,2002,2015,2.7,1.2,0.5,Season,2015-16
1626262,Clarke,Coty,coty-clarke,0,,0,,,,,F,6-7,225,Arkansas,USA,,,,,2015,2015,2.0,0.3,0.0,Season,2015-16
203142,Copeland,Chris,chris-copeland,0,,0,,,,,F,6-9,239,Colorado,USA,,,,,2012,2015,2.1,0.4,0.5,Season,2015-16
203955,Cotton,Bryce,bryce-cotton,1610612763,grizzlies,0,Memphis,Grizzlies,MEM,8,G,6-1,165,Providence,USA,,,,1.0,2014,2015,1.0,0.0,0.4,Season,2015-16
203099,Cunningham,Jared,jared-cunningham,0,,0,,,,,G,6-4,195,Oregon State,USA,2012.0,1.0,24.0,,2012,2015,2.7,0.9,0.5,Season,2015-16
1626183,Dawson,Branden,branden-dawson,1610612746,clippers,0,LA,Clippers,LAC,22,F,6-6,225,Michigan State,USA,2015.0,2.0,56.0,1.0,2015,2015,0.8,0.7,0.0,Season,2015-16
1626214,Dejean-Jones,Bryce,bryce-dejean-jones,0,,0,,,,,G,6-6,203,Iowa State,USA,,,,,2015,2015,5.6,3.4,1.1,Season,2015-16
201962,Douglas,Toney,toney-douglas,1610612740,pelicans,0,New Orleans,Pelicans,NOP,16,G,6-2,195,Florida State,USA,2009.0,1.0,29.0,1.0,2009,2016,8.7,2.3,2.6,Season,2015-16
1626251,Dukan,Duje,duje-dukan,1610612758,kings,0,Sacramento,Kings,SAC,26,F,6-9,220,Wisconsin,Croatia,,,,1.0,2015,2015,6.0,4.0,1.0,Season,2015-16
1495,Duncan,Tim,tim-duncan,1610612759,spurs,0,San Antonio,Spurs,SAS,21,C-F,6-11,250,Wake Forest,US Virgin Islands,1997.0,1.0,1.0,1.0,1997,2015,8.6,7.3,2.7,Season,2015-16
203921,Early,Cleanthony,cleanthony-early,1610612752,knicks,0,New York,Knicks,NYK,11,F,6-8,210,Wichita State,USA,2014.0,2.0,34.0,1.0,2014,2015,1.8,1.5,0.4,Season,2015-16
203105,Ezeli,Festus,festus-ezeli,1610612744,warriors,0,Golden State,Warriors,GSW,31,C,6-11,265,Vanderbilt,Nigeria,2012.0,1.0,30.0,1.0,2012,2016,7.0,5.6,0.7,Season,2015-16
200770,Farmar,Jordan,jordan-farmar,1610612763,grizzlies,0,Memphis,Grizzlies,MEM,4,G,6-2,180,UCLA,USA,2006.0,1.0,26.0,1.0,2006,2016,9.2,2.1,3.1,Season,2015-16
708,Garnett,Kevin,kevin-garnett,1610612750,timberwolves,0,Minnesota,Timberwolves,MIN,21,F,6-11,240,Farragut Academy HS (IL),USA,1995.0,1.0,5.0,1.0,1995,2015,3.2,3.9,1.6,Season,2015-16
202087,Gee,Alonzo,alonzo-gee,1610612740,pelicans,0,New Orleans,Pelicans,NOP,15,F,6-6,225,Alabama,USA,,,,1.0,2009,2016,4.5,3.4,1.0,Season,2015-16
2400,Gooden,Drew,drew-gooden,1610612764,wizards,0,Washington,Wizards,WAS,90,F,6-10,250,Kansas,USA,2002.0,1.0,4.0,1.0,2002,2015,2.7,2.8,0.4,Season,2015-16
202726,Goudelock,Andrew,andrew-goudelock,1610612745,rockets,0,Houston,Rockets,HOU,0,G,6-3,200,Charleston,USA,2011.0,2.0,46.0,1.0,2011,2015,2.8,0.3,0.5,Season,2015-16
203475,Green,Erick,erick-green,0,,0,,,,,G,6-4,185,Virginia Tech,USA,2013.0,2.0,46.0,,2014,2015,1.4,0.7,0.3,Season,2015-16
203268,Gutierrez,Jorge,jorge-gutierrez,1610612766,hornets,0,Charlotte,Hornets,CHA,12,G,6-3,189,California,Mexico,,,,1.0,2013,2015,1.8,0.6,1.4,Season,2015-16
203798,Hairston,PJ,pj-hairston,1610612763,grizzlies,0,Memphis,Grizzlies,MEM,19,F-G,6-6,230,North Carolina,USA,2014.0,1.0,26.0,1.0,2014,2015,6.2,2.6,0.6,Season,2015-16
202706,Hamilton,Jordan,jordan-hamilton,1610612740,pelicans,0,New Orleans,Pelicans,NOP,25,G-F,6-7,220,Texas,USA,2011.0,1.0,26.0,1.0,2011,2015,11.4,5.6,2.3,Season,2015-16
201946,Hansbrough,Tyler,tyler-hansbrough,1610612766,hornets,0,Charlotte,Hornets,CHA,50,F,6-9,250,North Carolina,USA,2009.0,1.0,13.0,1.0,2009,2015,2.4,2.0,0.2,Season,2015-16
101236,Hayes,Chuck,chuck-hayes,0,,0,,,,,F-C,6-6,240,Kentucky,USA,,,,,2005,2015,2.0,4.0,1.0,Season,2015-16
201581,Hickson,JJ,jj-hickson,1610612764,wizards,0,Washington,Wizards,WAS,21,C-F,6-9,242,North Carolina State,USA,2008.0,1.0,19.0,1.0,2008,2015,5.9,3.8,0.7,Season,2015-16
2550,Hinrich,Kirk,kirk-hinrich,1610612737,hawks,0,Atlanta,Hawks,ATL,12,G,6-4,190,Kansas,USA,2003.0,1.0,7.0,1.0,2003,2015,3.0,1.5,1.6,Season,2015-16
204066,Holland,John,john-holland,1610612738,celtics,0,Boston,Celtics,BOS,30,G-F,6-5,205,Boston University,USA,,,,1.0,2015,2018,,,,Season,2015-16
200797,Hollins,Ryan,ryan-hollins,0,,0,,,,,C,7-0,240,UCLA,USA,2006.0,2.0,50.0,,2006,2015,3.4,2.6,0.3,Season,2015-16
1626273,Huertas,Marcelo,marcelo-huertas,1610612747,lakers,0,Los Angeles,Lakers,LAL,9,G,6-3,200,FC Barcelona,Brazil,,,,1.0,2015,2016,4.5,1.7,3.4,Season,2015-16
203996,Inglis,Damien,damien-inglis,1610612749,bucks,0,Milwaukee,Bucks,MIL,17,F,6-8,246,Chorale Roanne,France,2014.0,2.0,31.0,1.0,2014,2015,1.8,1.6,0.5,Season,2015-16
203928,Jefferson,Cory,cory-jefferson,0,,0,,,,,F,6-9,218,Baylor,USA,2014.0,2.0,60.0,,2014,2015,2.8,2.0,0.0,Season,2015-16
203187,Johnson,Chris,chris-johnson,1610612762,jazz,0,Utah,Jazz,UTA,23,F,6-6,206,University of Dayton,USA,,,,1.0,2012,2015,2.9,1.9,0.6,Season,2015-16
203111,Johnson,Orlando,orlando-johnson,0,,0,,,,,G,6-5,220,Cal-Santa Barbara,USA,2012.0,2.0,36.0,,2012,2015,3.7,2.1,0.3,Season,2015-16
203093,Jones,Terrence,terrence-jones,1610612745,rockets,0,Houston,Rockets,HOU,6,F,6-9,252,Kentucky,USA,2012.0,1.0,18.0,1.0,2012,2018,8.7,4.2,0.8,Season,2015-16
2549,Kaman,Chris,chris-kaman,1610612757,blazers,0,Portland,Trail Blazers,POR,35,C,7-0,265,Central Michigan,USA,2003.0,1.0,6.0,1.0,2003,2015,2.8,1.5,0.7,Season,2015-16
203508,Karasev,Sergey,sergey-karasev,1610612751,nets,0,Brooklyn,Nets,BKN,10,G-F,6-7,208,Zenit Saint Petersburg,Russia,2013.0,1.0,19.0,1.0,2013,2015,2.4,1.5,0.9,Season,2015-16
201619,Kaun,Sasha,sasha-kaun,1610612739,cavaliers,0,Cleveland,Cavaliers,CLE,14,C,6-11,260,Kansas,Russia,2008.0,2.0,56.0,1.0,2015,2015,0.9,1.0,0.1,Season,2015-16
201171,Landry,Carl,carl-landry,1610612755,sixers,0,Philadelphia,76ers,PHI,7,F,6-9,248,Purdue,USA,2007.0,2.0,31.0,1.0,2007,2015,9.8,4.1,0.9,Season,2015-16
203906,Marble,Devyn,devyn-marble,1610612753,magic,0,Orlando,Magic,ORL,11,F,6-6,200,Iowa,USA,2014.0,2.0,56.0,1.0,2014,2015,2.1,1.4,0.4,Season,2015-16
203088,Marshall,Kendall,kendall-marshall,1610612755,sixers,0,Philadelphia,76ers,PHI,5,G,6-4,200,North Carolina,USA,2012.0,1.0,13.0,1.0,2012,2015,3.7,0.9,2.4,Season,2015-16
2755,Martin,Kevin,kevin-martin,1610612759,spurs,0,San Antonio,Spurs,SAS,23,G,6-7,199,Western Carolina,USA,2004.0,1.0,26.0,1.0,2004,2015,9.3,2.0,1.1,Season,2015-16
201564,Mayo,O.J.,oj-mayo,1610612749,bucks,0,Milwaukee,Bucks,MIL,3,G,6-5,210,Southern California,USA,2008.0,1.0,3.0,1.0,2008,2015,7.8,2.6,2.9,Season,2015-16
203492,McCallum,Ray,ray-mccallum,0,,0,,,,,G,6-3,190,Detroit,USA,2013.0,2.0,36.0,,2013,2015,3.3,1.1,1.5,Season,2015-16
203956,McGary,Mitch,mitch-mcgary,1610612760,thunder,0,Oklahoma City,Thunder,OKC,33,F,6-10,255,Michigan,USA,2014.0,1.0,21.0,1.0,2014,2015,1.3,0.9,0.2,Season,2015-16
1889,Miller,Andre,andre-miller,1610612759,spurs,0,San Antonio,Spurs,SAS,24,G,6-3,200,Utah,USA,1999.0,1.0,8.0,1.0,1999,2015,3.7,1.3,2.2,Season,2015-16
1737,Mohammed,Nazr,nazr-mohammed,1610612760,thunder,0,Oklahoma City,Thunder,OKC,13,C,6-10,250,Kentucky,USA,1998.0,1.0,29.0,1.0,1998,2015,1.6,0.8,0.0,Season,2015-16
1626242,Montero,Luis,luis-montero,1610612757,blazers,0,Portland,Trail Blazers,POR,44,G,6-7,185,Westchester C.C.,Dominican Republic,,,,1.0,2015,2017,1.2,0.3,0.1,Season,2015-16
200779,Novak,Steve,steve-novak,1610612749,bucks,0,Milwaukee,Bucks,MIL,6,F,6-10,225,Marquette,USA,2006.0,2.0,32.0,1.0,2006,2016,2.4,0.5,0.0,Season,2015-16
1626266,O'Brien,JJ,jj-obrien,0,,0,,,,,F,6-7,220,San Diego State,USA,,,,,2015,2015,0.0,0.5,0.0,Season,2015-16
203123,Papanikolaou,Kostas,kostas-papanikolaou,0,,0,,,,,F,6-8,235,FC Barcelona,Greece,2012.0,2.0,48.0,,2014,2015,2.6,1.5,0.6,Season,2015-16
203934,Patterson,Lamar,lamar-patterson,1610612737,hawks,0,Atlanta,Hawks,ATL,13,G-F,6-5,225,Pittsburgh,USA,2014.0,2.0,48.0,1.0,2015,2016,2.4,1.4,1.1,Season,2015-16
201593,Pekovic,Nikola,nikola-pekovic,1610612750,timberwolves,0,Minnesota,Timberwolves,MIN,14,C,6-11,307,Panathinaikos,Montenegro,2008.0,2.0,31.0,1.0,2010,2016,4.5,1.8,0.9,Season,2015-16
202353,Pleiss,Tibor,tibor-pleiss,1610612762,jazz,0,Utah,Jazz,UTA,21,C,7-3,256,FC Barcelona,Germany,2010.0,2.0,31.0,1.0,2015,2015,2.0,1.3,0.2,Season,2015-16
203515,Pressey,Phil,phil-pressey,0,,0,,,,,G,5-11,175,Missouri,USA,,,,,2013,2015,3.3,1.3,3.3,Season,2015-16
203143,Prigioni,Pablo,pablo-prigioni,1610612746,clippers,0,LA,Clippers,LAC,9,G,6-3,185,Baskonia,Argentina,,,,1.0,2012,2015,2.5,1.9,2.2,Season,2015-16
2419,Prince,Tayshaun,tayshaun-prince,1610612750,timberwolves,0,Minnesota,Timberwolves,MIN,12,F,6-9,212,Kentucky,USA,2002.0,1.0,23.0,1.0,2002,2015,2.9,1.9,1.0,Season,2015-16
101126,Robinson,Nate,nate-robinson,0,,0,,,,,G,5-9,180,Washington,USA,2005.0,1.0,21.0,,2005,2015,0.0,0.0,2.0,Season,2015-16
203135,Sacre,Robert,robert-sacre,1610612747,lakers,0,Los Angeles,Lakers,LAL,50,C,7-0,270,Gonzaga,Canada,2012.0,2.0,60.0,1.0,2012,2015,3.5,2.9,0.6,Season,2015-16
2449,Scola,Luis,luis-scola,1610612761,raptors,0,Toronto,Raptors,TOR,4,F,6-9,240,Tau Ceramica,Argentina,2002.0,2.0,55.0,1.0,2007,2016,8.7,4.7,0.9,Season,2015-16
203156,Sims,Henry,henry-sims,1610612751,nets,0,Brooklyn,Nets,BKN,14,C-F,6-10,248,Georgetown,USA,,,,1.0,2012,2015,6.5,5.1,0.6,Season,2015-16
202388,Sloan,Donald,donald-sloan,1610612751,nets,0,Brooklyn,Nets,BKN,15,G,6-3,205,Texas A&M,USA,,,,1.0,2011,2015,7.0,2.8,4.4,Season,2015-16
202962,Smith,Greg,greg-smith,1610612750,timberwolves,0,Minnesota,Timberwolves,MIN,4,C,6-10,250,Fresno State,USA,,,,1.0,2011,2015,2.4,2.3,0.3,Season,2015-16
2746,Smith,Josh,josh-smith,1610612745,rockets,0,Houston,Rockets,HOU,5,F,6-9,225,Oak Hill Academy (VA),USA,2004.0,1.0,17.0,1.0,2004,2017,6.0,3.5,1.6,Season,2015-16
203893,Smith,Russ,russ-smith,0,,0,,,,,G,6-0,165,Louisville,USA,2014.0,2.0,47.0,,2014,2015,1.5,0.6,0.7,Season,2015-16
1627293,Stepheson,Alex,alex-stepheson,0,,0,,,,,F,6-10,270,Southern California,USA,,,,,2015,2015,2.8,3.5,0.3,Season,2015-16
2405,Stoudemire,Amar'e,amare-stoudemire,1610612748,heat,0,Miami,Heat,MIA,5,F-C,6-10,245,Cypress Creek HS (FL),USA,2002.0,1.0,9.0,1.0,2002,2015,5.8,4.3,0.5,Season,2015-16
201155,Stuckey,Rodney,rodney-stuckey,1610612754,pacers,0,Indiana,Pacers,IND,2,G,6-5,205,Eastern Washington,USA,2007.0,1.0,15.0,1.0,2007,2016,8.9,2.7,2.4,Season,2015-16
203096,Sullinger,Jared,jared-sullinger,1610612738,celtics,0,Boston,Celtics,BOS,7,C-F,6-9,260,Ohio State,USA,2012.0,1.0,21.0,1.0,2012,2016,10.3,8.3,2.3,Season,2015-16
203138,Thompson,Hollis,hollis-thompson,1610612755,sixers,0,Philadelphia,76ers,PHI,31,G-F,6-8,206,Georgetown,USA,,,,1.0,2013,2016,9.8,3.5,1.3,Season,2015-16
201574,Thompson,Jason,jason-thompson,1610612761,raptors,0,Toronto,Raptors,TOR,1,F-C,6-11,250,Rider,USA,2008.0,1.0,12.0,1.0,2008,2015,3.1,2.9,0.6,Season,2015-16
201977,Thornton,Marcus,marcus-thornton,1610612764,wizards,0,Washington,Wizards,WAS,15,F-G,6-4,205,Louisiana State,USA,2009.0,2.0,43.0,1.0,2009,2016,9.7,2.5,1.4,Season,2015-16
2760,Varejao,Anderson,anderson-varejao,1610612744,warriors,0,Golden State,Warriors,GSW,18,F,6-11,273,FC Barcelona,Brazil,2004.0,2.0,30.0,1.0,2004,2020,2.6,2.7,0.7,Season,2015-16
202349,Vasquez,Greivis,greivis-vasquez,1610612749,bucks,0,Milwaukee,Bucks,MIL,21,G,6-6,217,Maryland,Venezuela,2010.0,1.0,28.0,1.0,2010,2016,5.7,2.0,4.0,Season,2015-16
101111,Villanueva,Charlie,charlie-villanueva,1610612742,mavericks,0,Dallas,Mavericks,DAL,3,F,6-11,232,Connecticut,USA,2005.0,1.0,7.0,1.0,2005,2015,5.1,2.5,0.4,Season,2015-16
201603,Weems,Sonny,sonny-weems,0,,0,,,,,G-F,6-6,205,Arkansas,USA,2008.0,2.0,39.0,,2008,2015,2.5,1.2,1.1,Season,2015-16
203963,Whittington,Shayne,shayne-whittington,1610612754,pacers,0,Indiana,Pacers,IND,42,F-C,6-11,250,Western Michigan,USA,,,,1.0,2014,2015,1.6,1.7,0.4,Season,2015-16
202343,Williams,Elliot,elliot-williams,0,,0,,,,,G,6-5,190,Memphis,USA,2010.0,1.0,22.0,,2010,2015,1.6,0.8,0.8,Season,2015-16
2590,Williams,Mo,mo-williams,1610612739,cavaliers,0,Cleveland,Cavaliers,CLE,52,G,6-1,198,Alabama,USA,2003.0,2.0,47.0,1.0,2003,2015,8.2,1.8,2.4,Season,2015-16
2748,Wright,Dorell,dorell-wright,1610612748,heat,0,Miami,Heat,MIA,11,F-G,6-9,205,South Kent HS (CT),USA,2004.0,1.0,19.0,1.0,2004,2015,,,,Season,2015-16
203100,Wroten,Tony,tony-wroten,1610612752,knicks,0,New York,Knicks,NYK,5,G,6-6,205,Washington,USA,2012.0,1.0,25.0,1.0,2012,2015,8.4,2.6,2.5,Season,2015-16
201582,Ajinca,Alexis,alexis-ajinca,1610612740,pelicans,0,New Orleans,Pelicans,NOP,42,C,7-2,248,Hyeres-Toulon,France,2008.0,1.0,20.0,1.0,2008,2017,5.3,4.5,0.3,Season,2016-17
202730,Allen,Lavoy,lavoy-allen,1610612754,pacers,0,Indiana,Pacers,IND,5,F-C,6-9,260,Temple,USA,2011.0,2.0,50.0,1.0,2011,2016,2.9,3.6,0.9,Season,2016-17
2754,Allen,Tony,tony-allen,1610612763,grizzlies,0,Memphis,Grizzlies,MEM,9,G-F,6-4,213,Oklahoma State,USA,2004.0,1.0,25.0,1.0,2004,2017,9.1,5.5,1.4,Season,2016-17
2365,Andersen,Chris,chris-andersen,0,,0,,,,,F-C,6-10,245,Blinn J.C.,USA,,,,,2001,2016,2.3,2.6,0.4,Season,2016-17
101187,Anderson,Alan,alan-anderson,1610612746,clippers,0,LA,Clippers,LAC,9,F-G,6-6,220,Michigan State,USA,,,,1.0,2005,2016,2.9,0.8,0.4,Season,2016-17
201202,Anthony,Joel,joel-anthony,1610612759,spurs,0,San Antonio,Spurs,SAS,30,C,6-9,245,UNLV,Canada,,,,1.0,2007,2016,1.3,1.6,0.2,Season,2016-17
2571,Barbosa,Leandro,leandro-barbosa,1610612756,suns,0,Phoenix,Suns,PHX,19,G,6-3,194,Bauru,Brazil,2003.0,1.0,28.0,1.0,2003,2016,6.3,1.6,1.2,Season,2016-17
2440,Barnes,Matt,matt-barnes,1610612744,warriors,0,Golden State,Warriors,GSW,22,F,6-7,226,UCLA,USA,2002.0,2.0,45.0,1.0,2002,2016,7.1,5.2,2.6,Season,2016-17
101138,Bass,Brandon,brandon-bass,1610612746,clippers,0,LA,Clippers,LAC,30,F,6-8,250,Louisiana State,USA,2005.0,2.0,33.0,1.0,2005,2016,5.6,2.5,0.4,Season,2016-17
203461,Bennett,Anthony,anthony-bennett,0,,0,,,,,F,6-8,235,UNLV,Canada,2013.0,1.0,1.0,,2013,2016,5.0,3.4,0.5,Season,2016-17
1627791,Bentil,Ben,ben-bentil,0,,0,,,,,F,6-9,235,Providence,Ghana,2016.0,2.0,51.0,,2016,2016,0.0,0.7,0.0,Season,2016-17
1627762,Bolomboy,Joel,joel-bolomboy,1610612762,jazz,0,Utah,Jazz,UTA,21,F,6-9,235,Weber State,Ukraine,2016.0,2.0,52.0,1.0,2016,2017,1.8,1.4,0.2,Season,2016-17
2547,Bosh,Chris,chris-bosh,1610612748,heat,0,Miami,Heat,MIA,1,F,6-11,235,Georgia Tech,USA,2003.0,1.0,4.0,1.0,2003,2016,,,,Season,2016-17
201628,Brown,Bobby,bobby-brown,1610612745,rockets,0,Houston,Rockets,HOU,8,G,6-2,175,Cal State-Fullerton,USA,,,,1.0,2008,2017,2.5,0.2,0.6,Season,2016-17
1627852,Brussino,Nicolas,nicolas-brussino,1610612742,mavericks,0,Dallas,Mavericks,DAL,9,F,6-8,215,Penarol,Argentina,,,,1.0,2016,2017,2.8,1.8,0.9,Season,2016-17
203477,Canaan,Isaiah,isaiah-canaan,1610612741,bulls,0,Chicago,Bulls,CHI,0,G,6-0,201,Murray State,USA,2013.0,2.0,34.0,1.0,2013,2018,4.6,1.3,0.9,Season,2016-17
201956,Casspi,Omri,omri-casspi,1610612750,timberwolves,0,Minnesota,Timberwolves,MIN,18,F,6-9,225,Maccabi Tel Aviv,Israel,2009.0,1.0,23.0,1.0,2009,2018,5.2,3.1,1.0,Season,2016-17
1626176,Christmas,Rakeem,rakeem-christmas,1610612754,pacers,0,Indiana,Pacers,IND,25,F,6-9,250,Syracuse,USA,2015.0,2.0,36.0,1.0,2015,2016,2.0,1.9,0.1,Season,2016-17
203902,Christon,Semaj,semaj-christon,1610612760,thunder,0,Oklahoma City,Thunder,OKC,6,G,6-3,190,Xavier,USA,2014.0,2.0,55.0,1.0,2016,2016,2.9,1.4,2.0,Season,2016-17
202708,Cole,Norris,norris-cole,1610612760,thunder,0,Oklahoma City,Thunder,OKC,30,G,6-2,175,Cleveland State,USA,2011.0,1.0,28.0,1.0,2011,2016,3.3,0.8,1.1,Season,2016-17
2564,Diaw,Boris,boris-diaw,1610612762,jazz,0,Utah,Jazz,UTA,33,C-F,6-8,250,Pau Orthez,France,2003.0,1.0,21.0,1.0,2003,2016,4.6,2.2,2.3,Season,2016-17
201962,Douglas,Toney,toney-douglas,0,,0,,,,,G,6-2,195,Florida State,USA,2009.0,1.0,29.0,,2009,2016,4.9,2.5,2.3,Season,2016-17
2399,Dunleavy,Mike,mike-dunleavy,1610612737,hawks,0,Atlanta,Hawks,ATL,34,G-F,6-9,230,Duke,USA,2002.0,1.0,3.0,1.0,2002,2016,5.2,2.2,0.9,Season,2016-17
101145,Ellis,Monta,monta-ellis,1610612754,pacers,0,Indiana,Pacers,IND,11,G,6-3,185,Lanier HS (MS),USA,2005.0,2.0,40.0,1.0,2005,2016,8.5,2.8,3.2,Season,2016-17
203105,Ezeli,Festus,festus-ezeli,1610612757,blazers,0,Portland,Trail Blazers,POR,31,C,6-11,265,Vanderbilt,Nigeria,2012.0,1.0,30.0,1.0,2012,2016,,,,Season,2016-17
200770,Farmar,Jordan,jordan-farmar,0,,0,,,,,G,6-2,180,UCLA,USA,2006.0,1.0,26.0,,2006,2016,6.0,1.5,4.5,Season,2016-17
200751,Foye,Randy,randy-foye,1610612751,nets,0,Brooklyn,Nets,BKN,2,G,6-4,218,Villanova,USA,2006.0,1.0,7.0,1.0,2006,2016,5.2,2.2,2.0,Season,2016-17
1627868,Garino,Patricio,patricio-garino,1610612753,magic,0,Orlando,Magic,ORL,29,G-F,6-6,203,George Washington,Argentina,,,,1.0,2016,2016,0.0,1.4,0.0,Season,2016-17
1627771,Gbinije,Michael,michael-gbinije,1610612765,pistons,0,Detroit,Pistons,DET,9,G-F,6-7,200,Syracuse,USA,2016.0,2.0,49.0,1.0,2016,2016,0.4,0.3,0.2,Season,2016-17
202087,Gee,Alonzo,alonzo-gee,0,,0,,,,,F,6-6,225,Alabama,USA,,,,,2009,2016,0.8,1.2,0.5,Season,2016-17
203462,Goodwin,Archie,archie-goodwin,1610612751,nets,0,Brooklyn,Nets,BKN,10,G,6-5,205,Kentucky,USA,2013.0,1.0,29.0,1.0,2013,2016,7.3,1.9,1.6,Season,2016-17
203120,Hamilton,Justin,justin-hamilton,1610612751,nets,0,Brooklyn,Nets,BKN,41,C,7-0,255,Louisiana State,USA,2012.0,2.0,45.0,1.0,2013,2016,6.9,4.1,0.9,Season,2016-17
1627773,Hammons,AJ,aj-hammons,1610612742,mavericks,0,Dallas,Mavericks,DAL,20,C,7-0,260,Purdue,USA,2016.0,2.0,46.0,1.0,2016,2016,2.2,1.6,0.2,Season,2016-17
202712,Harper,Justin,justin-harper,0,,0,,,,,F,6-10,225,Richmond,USA,2011.0,2.0,32.0,,2011,2016,4.0,1.7,0.7,Season,2016-17
202412,Harris,Manny,manny-harris,1610612742,mavericks,0,Dallas,Mavericks,DAL,6,G,6-5,185,Michigan,USA,,,,1.0,2010,2016,2.0,2.3,0.5,Season,2016-17
201150,Hawes,Spencer,spencer-hawes,1610612749,bucks,0,Milwaukee,Bucks,MIL,00,F-C,7-1,245,Washington,USA,2007.0,1.0,10.0,1.0,2007,2016,6.2,3.5,1.5,Season,2016-17
201945,Henderson,Gerald,gerald-henderson,1610612755,sixers,0,Philadelphia,76ers,PHI,12,G,6-5,215,Duke,USA,2009.0,1.0,12.0,1.0,2009,2016,9.2,2.6,1.6,Season,2016-17
201579,Hibbert,Roy,roy-hibbert,1610612743,nuggets,0,Denver,Nuggets,DEN,34,C,7-2,270,Georgetown,USA,2008.0,1.0,17.0,1.0,2008,2016,4.6,3.2,0.4,Season,2016-17
201941,Hill,Jordan,jordan-hill,1610612750,timberwolves,0,Minnesota,Timberwolves,MIN,27,F-C,6-10,240,Arizona,USA,2009.0,1.0,8.0,1.0,2009,2016,1.7,2.0,0.0,Season,2016-17
